start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
,,10000,2022-09-29 05:50:35.305,2022-09-29 05:50:35.305,,,0.0,,UTC-0400,oL6fnwM6i7,,com.sec.android.app.shealth,2022-09-29 05:50:35.000,f79488b0-06c0-4e9d-8873-52113df3a154,
