update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2022-09-18 05:53:11.315,fe0660ae-46e9-42c1-90d9-eb96710a28da.body.json,SIMPLE_LEVEL,+OWbbAvnWG,com.sec.android.app.shealth,1684544838811,fe0660ae-46e9-42c1-90d9-eb96710a28da,
