update_time,create_time,base_hr,decay_time,deviceuuid,pkg_name,histogram,datauuid
2022-09-29 05:50:35.170,80770,0,oL6fnwM6i7,com.sec.android.app.shealth,53ebf14f-8ffa-42cf-abbd-ef62e5560cb0.histogram.json,53ebf14f-8ffa-42cf-abbd-ef62e5560cb0,
