update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2023-02-20 21:08:16.054,6500,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,1676927296048,1e3a18ec-8951-40e5-9d23-1b22baa13fa6,
