duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
4,0,18,2023-04-18 05:51:00.000,,,2023-04-18 05:51:59.033,2023-04-18 05:51:49.935,18,1.2189314,13.700001,1.2100002,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 05:52:00.000,945f7421-2efe-40e1-bf7f-6a26ba644bb6,
4,0,26,2023-04-18 05:52:00.000,,,2023-04-18 05:52:19.970,2023-04-18 05:52:07.308,26,1.5843911,20.97,1.6399995,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 05:53:00.000,95e9f37a-1731-4927-a4be-2cdc760be568,
4,0,7,2023-04-18 12:24:00.000,,,2023-04-18 12:33:21.519,2023-04-18 12:33:21.519,7,1.3055556,5.52,0.46,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:25:00.000,d89dcdc8-b6c7-40ad-80e2-19f7d5f32b75,
4,0,9,2023-04-18 12:22:00.000,,,2023-04-18 12:22:42.805,2023-04-18 12:22:42.805,9,1.4722222,7.06,0.58,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:23:00.000,1bb23b8a-7f82-4118-ac57-5dc16d0ede9f,
4,0,11,2023-04-18 14:51:00.000,,,2023-04-18 14:55:01.906,2023-04-18 14:55:01.906,11,1.6388888,8.93,0.7,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 14:52:00.000,d51f44cc-7ced-451f-8896-effcec7f9150,
4,0,35,2023-04-18 14:52:00.000,,,2023-04-18 14:55:01.933,2023-04-18 14:55:01.933,35,1.3888888,27.45,2.33,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 14:53:00.000,07259195-728c-425d-89aa-3425aac4b426,
4,0,93,2023-04-18 16:43:00.000,,,2023-04-18 16:54:37.594,2023-04-18 16:54:37.594,93,1.2222222,71.45,6.44,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 16:44:00.000,c5511c9d-b8b8-413f-a081-edb85783d240,
4,1,28,2023-04-18 16:44:00.000,,,2023-04-18 16:54:37.756,2023-04-18 16:54:37.756,29,1.25,24.29,2.54,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 16:45:00.000,9077218b-4e94-426f-83fa-2a1b4287d2a2,
4,0,8,2023-04-18 17:10:00.000,,,2023-04-18 17:13:11.279,2023-04-18 17:13:11.279,8,1.1111112,6.04,0.54,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:11:00.000,13b01903-a4d4-4bcb-8a90-910bd60c99ad,
4,0,43,2023-04-18 17:11:00.000,,,2023-04-18 17:13:11.476,2023-04-18 17:13:11.476,43,1.1111112,32.49,2.91,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:12:00.000,67afc07f-72a4-4475-b924-fe55f1ae5825,
4,0,19,2023-04-18 22:29:00.000,,,2023-04-18 22:31:33.986,2023-04-18 22:31:33.986,19,1.6111112,15.23,1.22,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 22:30:00.000,148ea711-c474-4e92-8e9c-b9a277e50c61,
4,0,18,2023-04-18 22:30:00.000,,,2023-04-18 22:31:34.108,2023-04-18 22:31:34.108,18,1.1666666,13.7,1.23,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 22:31:00.000,d7065785-799b-4cf6-8734-23965457f02f,
4,0,70,2023-04-19 01:13:00.000,,,2023-04-19 01:15:00.698,2023-04-19 01:15:00.698,78,1.3055556,57.74,2.42,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 01:14:00.000,5eda8ee8-0565-45cc-a4fe-04e54a95567c,
4,0,49,2023-04-19 01:14:00.000,,,2023-04-19 01:15:00.744,2023-04-19 01:15:00.744,58,1.2222223,42.36,1.93,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 01:15:00.000,23fa35ad-3aa7-4bbb-aa01-949dd04e8d4a,
4,0,19,2023-04-19 01:56:00.000,,,2023-04-19 02:00:05.510,2023-04-19 02:00:05.510,19,1.25,14.06,0.61,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 01:57:00.000,3dfb28c5-2949-4ce7-8bfb-7c7246d2d1a6,
4,0,17,2023-04-19 01:58:00.000,,,2023-04-19 02:00:05.580,2023-04-19 02:00:05.580,17,1.0277778,12.18,0.54,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 01:59:00.000,83c13a13-fb17-41fe-9cf4-4c08116ff947,
4,0,7,2023-04-19 05:32:00.000,,,2023-04-19 05:32:39.033,2023-04-19 05:32:38.386,7,0.9444444,4.98,0.23,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 05:33:00.000,daeea929-9fca-4185-ab7d-4b0fd4ef4098,
4,0,16,2023-04-19 16:03:00.000,,,2023-04-19 16:04:02.021,2023-04-19 16:04:02.021,16,1.0277778,11.58,0.5,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 16:04:00.000,1e959cfc-9a7f-4bec-980b-58f764023c8b,
4,0,10,2023-04-19 16:32:00.000,,,2023-04-19 16:35:00.415,2023-04-19 16:35:00.415,10,1.2777778,7.5,0.32,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 16:33:00.000,0d48fce3-cf83-4fb4-a0aa-4b1c06e583eb,
4,0,35,2023-04-19 20:36:00.000,,,2023-04-19 20:36:54.511,2023-04-19 20:36:50.846,35,1.4638042,28.796875,2.4921875,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:37:00.000,3cd2cfde-ebc6-42cb-89b6-1d7768e8ac05,
4,0,98,2023-04-19 20:42:00.000,,,2023-04-19 20:44:03.207,2023-04-19 20:42:06.845,98,1.4444444,81.33,6.76,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:43:00.000,ccd4c0f6-9ecf-40ea-b54a-d5342ebb6db6,
4,0,27,2023-04-19 05:57:00.000,,,2023-04-19 05:57:45.517,2023-04-19 05:57:30.847,27,1.5259192,21.0,0.81999975,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 05:58:00.000,2c5bfde2-74b9-4c48-8950-51f871e6fa12,
4,0,103,2023-04-19 20:42:00.000,,,2023-04-19 20:45:12.194,2023-04-19 20:45:12.194,112,1.3695,82.17,3.41,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 20:43:00.000,ed9c15c6-5fb5-4585-a0e6-fd4ab568af40,
4,0,85,2023-04-19 21:03:00.000,,,2023-04-19 21:10:32.748,2023-04-19 21:10:32.748,85,1.2777778,63.72,2.57,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:04:00.000,89dde6b9-b9c8-4786-b566-20411f9e85ad,
4,0,7,2023-04-19 16:04:00.000,,,2023-04-19 16:04:05.470,2023-04-19 16:04:02.041,7,1.0193409,5.0200005,0.21,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 16:05:00.000,81aefc2e-9494-4a21-841a-b90f2546e82b,
4,0,33,2023-04-19 21:10:00.000,,,2023-04-19 21:15:00.548,2023-04-19 21:10:33.250,33,1.3945267,25.119999,1.03,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:11:00.000,132175aa-202f-468d-84f5-a85fe4ccf493,
4,0,30,2023-04-19 18:00:00.000,,,2023-04-19 18:02:21.665,2023-04-19 18:00:35.584,30,1.4430165,23.029999,0.93,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 18:01:00.000,dde81c68-21e3-466c-93bb-50731e3c4cf8,
4,0,94,2023-04-19 21:05:00.000,,,2023-04-19 21:06:05.659,2023-04-19 21:06:05.659,94,1.2406667,74.44,6.58,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:06:00.000,71d7b1e1-4149-4d7d-9258-3be6603ce867,
4,0,64,2023-04-19 20:37:00.000,,,2023-04-19 20:38:31.907,2023-04-19 20:37:10.108,64,1.2126403,50.971874,4.5509763,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:38:00.000,8be9c824-ec52-47d2-a5a7-5478fb76a071,
4,0,84,2023-04-19 20:43:00.000,,,2023-04-19 20:44:03.502,2023-04-19 20:44:03.502,84,1.3611112,68.98,5.79,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:44:00.000,de3c85f1-ced1-4df5-8351-58987bc939fe,
4,0,81,2023-04-19 20:43:00.000,,,2023-04-19 20:45:12.354,2023-04-19 20:45:12.354,84,1.1944444,62.24,2.57,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 20:44:00.000,3cc0bb7e-23b4-4f34-aead-46948e1fd204,
4,0,41,2023-04-19 21:12:00.000,,,2023-04-19 21:15:00.618,2023-04-19 21:15:00.618,41,0.9722222,29.33,1.3,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:13:00.000,d7b239be-86c4-4091-8ac1-8b2020997182,
4,0,99,2023-04-19 21:04:00.000,,,2023-04-19 21:10:32.813,2023-04-19 21:10:32.813,99,1.2214999,73.29,2.97,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:05:00.000,6e6e94e6-7105-48ea-b430-148872a85753,
4,0,18,2023-04-18 05:54:00.000,,,2023-04-18 05:54:38.006,2023-04-18 05:54:31.988,18,1.5475881,14.570001,1.1099999,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 05:55:00.000,d98eb32f-6591-4f94-8709-0ea7a0a56052,
4,0,14,2023-04-18 12:33:00.000,,,2023-04-18 12:33:42.187,2023-04-18 12:33:21.635,14,1.4232893,10.99,0.90999997,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:34:00.000,e148f3d1-a796-4fd2-b189-0bb0b1e9de97,
4,0,38,2023-04-18 14:53:00.000,,,2023-04-18 14:55:01.954,2023-04-18 14:55:01.954,38,1.5833333,30.27,2.47,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 14:54:00.000,00ad4b8a-b93f-43f7-a852-65d0be41b30f,
4,0,26,2023-04-18 17:05:00.000,,,2023-04-18 17:13:10.947,2023-04-18 17:13:10.947,26,1.2222222,20.04,1.76,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:06:00.000,50344380-d331-40ea-ab9f-ea3e9a85427f,
4,0,4,2023-04-19 21:20:00.000,,,2023-04-19 21:29:09.223,2023-04-19 21:29:09.223,4,1.1388888,2.93,0.12,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:21:00.000,5875656c-6348-4819-928c-8403f4e5e487,
4,0,61,2023-04-19 21:32:00.000,,,2023-04-19 21:35:00.777,2023-04-19 21:35:00.777,61,1.5555556,47.02,1.9,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:33:00.000,fc07ecb2-4641-4ae4-8f45-91c295c6fa0d,
4,0,16,2023-04-19 20:45:00.000,,,2023-04-19 20:45:30.636,2023-04-19 20:45:30.636,16,1.75,13.59,1.19,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:46:00.000,549e383a-c175-4e3f-86bd-49cb0f6e3432,
4,0,49,2023-04-19 21:06:00.000,,,2023-04-19 21:10:57.195,2023-04-19 21:06:05.740,49,1.3369201,39.81687,3.371758,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:07:00.000,511d2b80-13ae-4399-aa34-3df9233eb9ca,
4,0,32,2023-04-19 21:13:00.000,,,2023-04-19 21:15:00.645,2023-04-19 21:15:00.645,32,1.0277777,23.54,1.03,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:14:00.000,b0fe23c4-fcd2-478e-b02d-2c7797bdc8f6,
4,0,16,2023-04-18 11:45:00.000,,,2023-04-18 11:46:57.294,2023-04-18 11:46:57.294,16,1.2222222,12.32,1.06,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 11:46:00.000,93ad2f3a-cee3-46d5-8fca-dea3b94ba055,
4,0,70,2023-04-19 21:27:00.000,,,2023-04-19 21:29:09.287,2023-04-19 21:29:09.287,70,1.0833334,51.07,2.17,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:28:00.000,01dce4cc-fe56-4dab-a8b1-c08113dd7662,
4,0,6,2023-04-18 12:35:00.000,,,2023-04-18 12:35:08.671,2023-04-18 12:35:08.671,6,1.6111112,4.63,0.4,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:36:00.000,4c609a91-3af2-4e3e-a0dd-5a1089a340d0,
4,0,22,2023-04-18 14:55:00.000,,,2023-04-18 15:13:38.403,2023-04-18 15:13:38.403,22,1.111111,16.56,1.5,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 14:56:00.000,c68562dd-9c90-4cd0-9274-f75702ba5b29,
4,0,41,2023-04-19 21:33:00.000,,,2023-04-19 21:35:00.803,2023-04-19 21:35:00.803,41,1.3055556,30.92,1.3,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:34:00.000,a5f3fc7b-1464-4503-89dc-7329a4234094,
4,0,35,2023-04-18 17:06:00.000,,,2023-04-18 17:13:11.000,2023-04-18 17:13:11.000,35,1.3055556,27.14,2.35,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:07:00.000,074f1f15-7bb4-4c07-8ec2-8941ed96572d,
4,0,43,2023-04-19 21:16:00.000,,,2023-04-19 21:21:40.380,2023-04-19 21:21:40.380,43,1.0833334,33.05,3.1,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:17:00.000,89f848b5-ba77-4230-8652-59d720d65484,
4,0,14,2023-04-18 17:13:00.000,,,2023-04-18 17:13:51.108,2023-04-18 17:13:11.599,28,1.2146757,18.310001,2.6200001,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:14:00.000,c24be455-3aa9-419b-bf6d-bd2a224674bc,
4,0,7,2023-04-18 22:42:00.000,,,2023-04-18 22:42:55.773,2023-04-18 22:42:00.731,6,1.3611112,4.94,0.39,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 22:43:00.000,d7ce5c4c-755c-41cb-8e1a-4ca5151265f6,
4,0,31,2023-04-19 21:29:00.000,,,2023-04-19 21:35:14.270,2023-04-19 21:35:14.270,31,1.2222222,24.67,2.14,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:30:00.000,c8431147-12f7-43fc-a1f4-73affd199786,
4,0,10,2023-04-19 21:15:00.000,,,2023-04-19 21:21:40.281,2023-04-19 21:21:40.281,10,1.5,8.34,0.59,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:16:00.000,5f092e5b-4e45-4b30-9e95-aff142d81263,
4,0,9,2023-04-19 01:52:00.000,,,2023-04-19 01:55:00.894,2023-04-19 01:55:00.894,9,1.0555556,6.49,0.29,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 01:53:00.000,30ee83fc-7524-4928-8b29-d68cfdc411e0,
4,0,18,2023-04-19 05:07:00.000,,,2023-04-19 05:08:24.611,2023-04-19 05:08:24.611,18,1.4444445,13.6,0.58,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 05:08:00.000,94b840d4-ce0a-4945-b6b0-700ea4bee1d8,
4,0,26,2023-04-19 21:35:00.000,,,2023-04-19 21:35:16.064,2023-04-19 21:35:16.064,26,1.4722222,21.91,1.78,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:36:00.000,ad130cb5-7a23-4044-98e2-d66d49e28bc8,
4,0,45,2023-04-19 21:28:00.000,,,2023-04-19 21:34:59.593,2023-04-19 21:34:59.593,45,1.2777778,36.38,3.25,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:29:00.000,3368e8cf-b308-4003-898c-7b6329f2a91d,
4,0,39,2023-04-19 12:19:00.000,,,2023-04-19 12:19:58.152,2023-04-19 12:19:56.998,39,1.3330877,29.5,1.23,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 12:20:00.000,14e6116e-76ae-4017-923a-fe8303f2e779,
4,0,7,2023-04-19 21:41:00.000,,,2023-04-19 21:41:20.174,2023-04-19 21:41:20.174,7,1.1666666,5.13,0.23,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:42:00.000,829c70a6-8898-4549-9008-338e6f58d960,
4,0,53,2023-04-19 16:19:00.000,,,2023-04-19 16:19:59.396,2023-04-19 16:19:04.344,53,1.0625623,38.550003,1.6099998,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 16:20:00.000,cfe3f42f-74bb-4d81-a385-92aa614fe098,
4,0,39,2023-04-19 21:34:00.000,,,2023-04-19 21:35:14.845,2023-04-19 21:35:14.845,39,1.25,31.8,2.6,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:35:00.000,299480fa-efce-4b16-9403-279049a6675a,
4,0,80,2023-04-19 21:48:00.000,,,2023-04-19 21:55:00.946,2023-04-19 21:55:00.946,80,1.1944444,58.76,2.6,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:49:00.000,3237fd15-bcd6-4341-ad34-06c3ffab172f,
4,0,12,2023-04-19 18:02:00.000,,,2023-04-19 18:02:25.750,2023-04-19 18:02:21.765,12,1.3353878,9.17,0.38,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 18:03:00.000,69ef6bb7-a2b4-458f-9b3c-9bf4fd642e06,
4,0,25,2023-04-19 21:40:00.000,,,2023-04-19 21:41:12.955,2023-04-19 21:41:12.955,25,1.1944444,18.21,0.82,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:41:00.000,585a1248-d981-4d7e-a0a0-4e3bf05c9e53,
4,0,67,2023-04-19 21:55:00.000,,,2023-04-19 22:10:09.312,2023-04-19 22:10:09.312,67,1.4166666,51.15,2.05,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:56:00.000,ed05355b-805d-4eb1-85fb-f1e4ec52a797,
4,0,41,2023-04-19 20:39:00.000,,,2023-04-19 20:40:56.051,2023-04-19 20:39:10.477,41,1.5115744,33.71,2.74,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 20:40:00.000,cb32f45a-b308-4db6-b775-be2c293bb5dd,
4,0,15,2023-04-19 20:37:00.000,,,2023-04-19 20:45:11.730,2023-04-19 20:45:11.730,16,1.0833334,11.42,0.54,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 20:38:00.000,c8c77b32-8ef8-4918-b811-ac2fa0b342bd,
4,0,30,2023-04-19 22:02:00.000,,,2023-04-19 22:10:10.278,2023-04-19 22:10:10.278,30,1.1944444,22.29,0.96,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 22:03:00.000,e39fa2ab-259e-4677-8129-170cb6ee664f,
4,0,16,2023-04-19 20:45:00.000,,,2023-04-19 20:45:12.955,2023-04-19 20:45:12.755,16,1.5482898,12.309999,0.5,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 20:46:00.000,b7385356-6024-4450-b2d1-86c59ba0bd55,
4,0,35,2023-04-19 21:06:00.000,,,2023-04-19 21:10:32.945,2023-04-19 21:10:32.945,35,1.1944444,25.92,1.05,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:07:00.000,1c0442f9-423d-4103-85bb-717aa4e4e281,
4,0,12,2023-04-19 21:51:00.000,,,2023-04-19 21:55:00.384,2023-04-19 21:55:00.384,12,0.9722222,9.02,0.85,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:52:00.000,ed70e8a6-890b-487a-a7de-3233050fc7ed,
4,0,83,2023-04-19 21:02:00.000,,,2023-04-19 21:04:19.051,2023-04-19 21:04:19.051,83,1.3055556,66.86,5.69,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:03:00.000,501bdddd-6949-4290-a165-bd547974310e,
4,3,16,2023-04-19 22:02:00.000,,,2023-04-19 22:02:45.585,2023-04-19 22:02:10.363,19,1.2964264,15.360001,1.65,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 22:03:00.000,fcb260ea-2596-4b7f-bf6c-c686b45cfb11,
4,0,14,2023-04-19 22:36:00.000,,,2023-04-19 22:36:47.375,2023-04-19 22:36:42.651,14,1.3341924,10.71,0.43,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 22:37:00.000,7d86a60b-b3ca-4c8d-b00f-37b0a35ecb73,
4,0,9,2023-04-20 01:16:00.000,,,2023-04-20 01:35:00.790,2023-04-20 01:35:00.790,9,1.1388888,6.69,0.3,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 01:17:00.000,145adab3-1f3b-4038-95c4-77df29f71962,
4,0,13,2023-04-20 02:46:00.000,,,2023-04-20 02:49:27.657,2023-04-20 02:49:27.657,13,1.1111112,9.5,0.42,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 02:47:00.000,2eb6eb6b-c1d7-4629-9355-d8dcb0039804,
4,0,38,2023-04-20 06:38:00.000,,,2023-04-20 06:39:49.251,2023-04-20 06:38:06.543,39,1.2447789,30.080002,1.4099998,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 06:39:00.000,53e1d934-f4fa-40ff-b629-6ac33cb12c09,
4,0,14,2023-04-18 12:00:00.000,,,2023-04-18 12:00:56.670,2023-04-18 12:00:49.095,14,1.0456216,10.440001,0.96,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:01:00.000,9c84664e-be7f-4a80-a845-21f6190b4fdc,
4,0,51,2023-04-19 21:09:00.000,,,2023-04-19 21:10:57.473,2023-04-19 21:10:57.473,51,1.1388888,39.93,3.54,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:10:00.000,5c8fa108-b82d-49dd-a6b4-d3940acd7235,
4,0,7,2023-04-20 13:26:00.000,,,2023-04-20 13:32:06.727,2023-04-20 13:32:06.727,7,1.0000001,4.96,0.24,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 13:27:00.000,d6f293af-d735-4fb1-8bfb-b1f9a69ffb44,
4,0,15,2023-04-19 21:16:00.000,,,2023-04-19 21:29:08.971,2023-04-19 21:29:08.971,15,1.1666666,10.98,0.47,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:17:00.000,131838e8-ac66-4041-9f17-2a2afff1395c,
4,0,16,2023-04-18 12:44:00.000,,,2023-04-18 12:44:54.239,2023-04-18 12:44:49.478,16,1.4246155,12.820001,1.02,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 12:45:00.000,a3716ca3-0742-497d-bae6-4dd7ccd5a4db,
4,0,49,2023-04-19 21:29:00.000,,,2023-04-19 21:35:00.697,2023-04-19 21:35:00.697,49,1.2222222,36.0,1.54,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:30:00.000,493f1594-9840-4b1d-a3c6-e93e681bb4c2,
4,0,11,2023-04-20 14:19:00.000,,,2023-04-20 14:19:44.319,2023-04-20 14:19:41.103,11,1.1670069,8.1,0.35999998,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 14:20:00.000,82b3834d-ab98-4c27-86ea-6c913c1147f0,
4,0,29,2023-04-19 21:11:00.000,,,2023-04-19 21:12:10.635,2023-04-19 21:11:31.481,29,1.1498374,22.779999,2.01,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:12:00.000,bc176073-a7a1-41f9-ad84-25fe23a8156a,
4,0,18,2023-04-18 14:56:00.000,,,2023-04-18 15:13:38.475,2023-04-18 15:13:38.475,18,1.3333334,14.21,1.17,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 14:57:00.000,f50bebc0-ae29-45d9-a834-cc79170d649d,
4,0,23,2023-04-20 15:11:00.000,,,2023-04-20 15:11:31.545,2023-04-20 15:11:24.500,23,1.1627444,16.77,0.72999996,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 15:12:00.000,8e251d8c-7737-4941-bfb0-3a186431dc29,
4,0,11,2023-04-19 21:25:00.000,,,2023-04-19 21:26:05.025,2023-04-19 21:26:05.025,11,1.1111112,8.52,0.73,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:26:00.000,f12260a6-c45b-46c0-b4bf-fa79ac296361,
4,0,12,2023-04-19 21:31:00.000,,,2023-04-19 21:35:14.521,2023-04-19 21:35:14.521,12,1.1388888,9.58,0.9,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2023-04-19 21:32:00.000,ae2d554a-4a36-4379-b09c-c5275157ef5a,
4,0,17,2023-04-18 17:07:00.000,,,2023-04-18 17:13:11.066,2023-04-18 17:13:11.066,25,1.2777778,18.62,1.75,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:08:00.000,936885c7-e804-44c9-ad1c-3376af78e856,
4,0,18,2023-04-20 17:42:00.000,,,2023-04-20 17:55:02.245,2023-04-20 17:55:02.245,17,1.5277778,13.07,0.55,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 17:43:00.000,eb50752d-71ea-4c7c-85fe-24bfd5662467,
4,0,27,2023-04-19 21:36:00.000,,,2023-04-19 21:39:22.551,2023-04-19 21:39:22.551,27,1.5277778,20.89,0.85,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:37:00.000,fa2f589b-c8c9-4876-b4b3-8e7c3bf5286d,
4,0,28,2023-04-18 17:14:00.000,,,2023-04-18 17:14:21.378,2023-04-18 17:14:03.369,28,1.2826205,21.680004,1.9000002,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-18 17:15:00.000,a03e7866-61e6-419f-8ebc-eda423f2c3c9,
4,0,19,2023-04-19 21:44:00.000,,,2023-04-19 21:55:00.771,2023-04-19 21:55:00.771,19,1.3611112,14.3,0.59,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-19 21:45:00.000,570b7076-addc-41ac-a3f5-c55e6d1570e9,
4,0,56,2023-04-20 18:00:00.000,,,2023-04-20 18:07:17.171,2023-04-20 18:07:17.171,56,1.1666666,41.0,1.78,UTC-0400,+OWbbAvnWG,com.sec.android.app.shealth,2023-04-20 18:01:00.000,fef431cb-fa9c-44d9-9dda-1fd986a0e6bc,
