update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2023-05-20 01:07:20.689,2,"{""uiViewStatusItemList"":[{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[{""completedTime"":1683257177141,""isPrecomplted"":false,""missionId"":11,""shownTime"":1683257170952},{""completedTime"":1683257181161,""isPrecomplted"":false,""missionId"":1,""shownTime"":1683257170953},{""completedTime"":1684029892548,""isPrecomplted"":false,""missionId"":20,""shownTime"":1684029887249},{""completedTime"":-1,""isPrecomplted"":false,""missionId"":12,""shownTime"":1684029887249},{""completedTime"":-1,""isPrecomplted"":false,""missionId"":6,""shownTime"":1684029887249}],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":200000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":121224,""myStepsOfToday"":6658,""pcId"":23050001,""stepsOfTop01Percents"":1934360,""stepsOfTop100Percents"":200000,""stepsOfTop10Percents"":370615,""stepsOfTop30Percents"":287092,""timeOfJoin"":1682913600000,""timeOfPublicChallengeEnd"":1685591999000,""timeOfPublicChallengeStart"":1682913600000},""pcId"":23050001,""previousStarCount"":0,""previousStep"":121224}]}",+OWbbAvnWG,com.sec.android.app.shealth,300ee1f9-3439-445f-917a-27c8436949d6,
