update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
2022-09-18 14:37:24.634,21600000,23400000,+OWbbAvnWG,com.sec.android.app.shealth,1800000,1663511844602,6c4caaf8-eb2d-4de2-a4d1-8595f827be32,
