update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2022-09-18 05:53:11.052,5339ac26-801c-4a64-935b-485451750d82.body.json,+OWbbAvnWG,com.sec.android.app.shealth,1684675229051,5339ac26-801c-4a64-935b-485451750d82,
