step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
3546385,90,0,2023-03-08 18:48:12.840,2023-03-07 05:00:18.255,-1,704378,64,3939.4583,323.06058,b710e98e-a699-43c7-80a0-cc4aabb0bd01.extra_data.json,+OWbbAvnWG,7600,com.sec.android.app.shealth,3538785,22260000,b710e98e-a699-43c7-80a0-cc4aabb0bd01,1678147200000,
2395447,90,0,2023-04-20 03:22:16.049,2023-04-19 04:52:00.269,-1,240000,43,2790.705,162.2243,c61b3f91-b124-428e-83ca-9130e3b98cae.extra_data.json,+OWbbAvnWG,400,com.sec.android.app.shealth,2395047,22440000,c61b3f91-b124-428e-83ca-9130e3b98cae,1681862400000,
7095912,90,0,2023-03-12 06:15:01.653,2023-03-11 05:00:01.247,-1,420000,130,8353.573,758.93005,04d4799b-326e-47a4-9d15-c3420394a2e2.extra_data.json,+OWbbAvnWG,50293,com.sec.android.app.shealth,7045619,16260000,04d4799b-326e-47a4-9d15-c3420394a2e2,1678492800000,
3733596,90,0,2023-02-14 15:20:22.341,2023-02-13 05:00:00.440,-1,180000,67,4502.311,297.90952,9db21ef6-3e00-4c71-af26-aeb6ddcd3dec.extra_data.json,+OWbbAvnWG,28530,com.sec.android.app.shealth,3705066,23700000,9db21ef6-3e00-4c71-af26-aeb6ddcd3dec,1676246400000,
975154,90,0,2023-03-24 23:06:50.546,2023-03-24 05:29:25.973,-1,50025,17,1122.7483,97.761246,43e244da-710a-41a3-ab83-41948e0b63cd.extra_data.json,+OWbbAvnWG,0,com.sec.android.app.shealth,975154,27180000,43e244da-710a-41a3-ab83-41948e0b63cd,1679616000000,
5363844,90,1813857,2023-03-14 13:18:28.807,2023-03-13 04:00:00.390,-1,1813857,97,3898.2173,767.9433,75f1d076-1d39-45d5-993b-a577aae4f127.extra_data.json,+OWbbAvnWG,12800,com.sec.android.app.shealth,3537187,20880000,75f1d076-1d39-45d5-993b-a577aae4f127,1678665600000,
5552104,90,0,2023-02-21 03:30:52.038,2023-02-20 05:38:28.099,-1,3073680,102,6392.04,858.8586,509ed964-e274-41ca-bd2d-9c39fca053d3.extra_data.json,+OWbbAvnWG,684,com.sec.android.app.shealth,5551420,22020000,509ed964-e274-41ca-bd2d-9c39fca053d3,1676851200000,
2984342,90,0,2023-04-26 03:29:03.568,2023-04-25 04:00:00.986,-1,956782,54,3576.521,346.08203,0636fc3b-28c3-4439-bb10-e657f1a432e1.extra_data.json,+OWbbAvnWG,5600,com.sec.android.app.shealth,2978742,22140000,0636fc3b-28c3-4439-bb10-e657f1a432e1,1682380800000,
3845457,90,0,2023-03-18 16:39:52.769,2023-03-17 04:00:02.560,-1,120000,70,4400.761,310.5602,20bafdcb-877d-4ccd-8d3e-05f5638015fb.extra_data.json,+OWbbAvnWG,9600,com.sec.android.app.shealth,3835857,17100000,20bafdcb-877d-4ccd-8d3e-05f5638015fb,1679011200000,
4393112,90,0,2023-03-31 16:01:46.056,2023-03-30 05:41:49.865,-1,2087661,81,6225.4673,600.00433,663636a9-1ad5-4fcb-99b6-58ce8f0feb17.extra_data.json,+OWbbAvnWG,11200,com.sec.android.app.shealth,4381912,31620000,663636a9-1ad5-4fcb-99b6-58ce8f0feb17,1680134400000,
2302866,90,0,2023-02-20 02:17:26.692,2023-02-19 05:00:00.657,-1,120000,42,2778.032,241.14001,b41f308d-fb9a-4916-b46d-5dc14a46bde0.extra_data.json,+OWbbAvnWG,3200,com.sec.android.app.shealth,2299666,20520000,b41f308d-fb9a-4916-b46d-5dc14a46bde0,1676764800000,
10429851,90,3618393,2023-03-20 03:05:01.222,2023-03-19 04:00:00.579,-1,3618393,192,7622.7,1196.9198,d7e6e265-0dac-4894-a1f7-d4eb25a6848a.extra_data.json,+OWbbAvnWG,29158,com.sec.android.app.shealth,6782300,20520000,d7e6e265-0dac-4894-a1f7-d4eb25a6848a,1679184000000,
2764684,90,0,2023-03-24 01:51:27.931,2023-03-23 04:24:07.553,-1,60000,51,3179.2075,283.29022,18a856ff-f8c6-43f0-ae5e-e4eafacd9cca.extra_data.json,+OWbbAvnWG,2000,com.sec.android.app.shealth,2762684,19560000,18a856ff-f8c6-43f0-ae5e-e4eafacd9cca,1679529600000,
2187400,90,0,2023-03-26 04:39:37.712,2023-03-25 04:00:01.262,-1,240000,40,2559.0522,221.06085,d095fb79-2bc6-432e-a693-1d132b8fe2cd.extra_data.json,+OWbbAvnWG,6400,com.sec.android.app.shealth,2181000,35400000,d095fb79-2bc6-432e-a693-1d132b8fe2cd,1679702400000,
440220,90,0,2023-02-27 02:20:30.369,2023-02-26 06:36:03.954,-1,36685,7,489.76004,21.199995,922afba1-766c-41ae-bab5-25ea670dccd9.extra_data.json,+OWbbAvnWG,0,com.sec.android.app.shealth,440220,24660000,922afba1-766c-41ae-bab5-25ea670dccd9,1677369600000,
5823526,90,0,2023-05-02 01:44:25.512,2023-05-01 04:00:12.692,-1,240000,107,6876.881,591.29,519c920b-c0fc-4e22-a426-2c82003c4385.extra_data.json,+OWbbAvnWG,2400,com.sec.android.app.shealth,5821126,22980000,519c920b-c0fc-4e22-a426-2c82003c4385,1682899200000,
2732395,90,0,2023-02-26 06:36:14.347,2023-02-25 05:38:24.280,-1,60000,50,3138.497,224.21098,c05d7473-4ae6-444e-8216-d4cec920a269.extra_data.json,+OWbbAvnWG,14400,com.sec.android.app.shealth,2717995,25140000,c05d7473-4ae6-444e-8216-d4cec920a269,1677283200000,
3459496,90,0,2023-04-06 02:47:18.411,2023-04-05 04:00:01.276,-1,1590253,63,4031.5706,415.32083,f04f8e1d-8466-4d8a-9f7f-9eb8db7ffa27.extra_data.json,+OWbbAvnWG,9600,com.sec.android.app.shealth,3449896,27840000,f04f8e1d-8466-4d8a-9f7f-9eb8db7ffa27,1680652800000,
3448009,90,0,2023-03-30 01:59:18.932,2023-03-29 04:53:43.426,-1,1952343,63,4488.3696,455.52768,a230bdec-6c78-41ed-a8c0-1612fb301376.extra_data.json,+OWbbAvnWG,1600,com.sec.android.app.shealth,3446409,19980000,a230bdec-6c78-41ed-a8c0-1612fb301376,1680048000000,
5546048,90,0,2023-04-01 14:13:27.512,2023-03-31 04:57:15.637,-1,1577694,102,7293.2734,699.3324,142e3612-e698-4066-bf60-f43e716b004a.extra_data.json,+OWbbAvnWG,25200,com.sec.android.app.shealth,5520848,22200000,142e3612-e698-4066-bf60-f43e716b004a,1680220800000,
3101648,90,0,2023-03-05 14:51:00.673,2023-03-04 05:11:37.907,-1,120000,56,3621.2368,277.82077,ecc5cea8-5052-4e86-b65e-663ff8760978.extra_data.json,+OWbbAvnWG,37600,com.sec.android.app.shealth,3064048,31380000,ecc5cea8-5052-4e86-b65e-663ff8760978,1677888000000,
6264895,90,0,2023-05-08 01:34:42.378,2023-05-07 04:00:00.925,-1,2925456,115,7682.4575,760.2882,6309fa6a-971c-4faa-ae76-48e184ea4813.extra_data.json,+OWbbAvnWG,5200,com.sec.android.app.shealth,6259695,22740000,6309fa6a-971c-4faa-ae76-48e184ea4813,1683417600000,
3091259,90,0,2023-03-04 15:12:50.740,2023-03-03 05:00:00.668,-1,120000,56,3539.1902,250.38075,2f082dc4-b01a-42be-9a99-ed8a43dcb457.extra_data.json,+OWbbAvnWG,5200,com.sec.android.app.shealth,3086059,26760000,2f082dc4-b01a-42be-9a99-ed8a43dcb457,1677801600000,
3039735,90,0,2023-04-12 04:35:01.403,2023-04-11 04:00:00.723,-1,360000,55,3752.525,334.80276,5802f2d0-017e-4354-910d-1844a60e5201.extra_data.json,+OWbbAvnWG,2000,com.sec.android.app.shealth,3037735,28020000,5802f2d0-017e-4354-910d-1844a60e5201,1681171200000,
7528539,90,0,2023-04-07 03:35:03.504,2023-04-06 04:00:08.700,-1,3158370,138,8080.401,974.60114,90f65e86-de2d-4280-b117-c85eaeac0d73.extra_data.json,+OWbbAvnWG,9600,com.sec.android.app.shealth,7518939,26100000,90f65e86-de2d-4280-b117-c85eaeac0d73,1680739200000,
2924166,90,0,2023-04-05 14:43:11.291,2023-04-04 04:00:14.496,-1,927888,53,3459.674,370.0702,aea8a408-2864-43d6-a9a1-4eb5a6e32f1d.extra_data.json,+OWbbAvnWG,4000,com.sec.android.app.shealth,2920166,23100000,aea8a408-2864-43d6-a9a1-4eb5a6e32f1d,1680566400000,
