number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
2023-03-22 04:00:00.000,,100003.0,,2023-04-19 00:30:40.035,2023-03-23 02:18:14.255,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7474}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-22 04:00:00.000,cb2fa2aa-4a9e-4d6d-83b3-926103c5fd03,1,
2022-10-29 04:00:00.000,,100003.0,,2022-11-23 22:17:22.963,2022-10-29 23:48:56.228,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6946}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2022-10-29 04:00:00.000,32fc8cb8-9787-4ff6-9a8f-ae9c200ddb80,1,
2023-01-23 05:00:00.000,,100003.0,,2023-02-19 08:00:35.921,2023-01-24 01:33:53.271,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6568}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-23 05:00:00.000,e4108204-7197-4cfd-a075-b88eb0602412,1,
2023-04-16 04:00:00.000,,100003.0,,2023-05-11 20:47:07.436,2023-04-16 19:55:02.903,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":8788}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-16 04:00:00.000,69eeed2f-7cae-4ced-a2f8-f07fbcaa8fc4,1,
2023-03-30 04:00:00.000,,10299999.0,,2023-04-05 04:00:32.785,2023-04-01 04:00:02.993,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6537}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-30 04:00:00.000,e94df3f4-00f8-42b2-abad-8decdadb799e,1,
2023-02-27 05:00:00.000,,100003.0,,2023-03-21 02:59:19.794,2023-02-27 22:53:35.166,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":7324}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-27 05:00:00.000,db22e801-37c8-4bcc-99d7-bcc0beb9ea83,1,
2023-02-08 05:00:00.000,,10299999.0,,2023-02-15 20:18:28.866,2023-02-10 05:00:03.441,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6364}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-08 05:00:00.000,62fb9cff-1791-418f-a984-92d7230b7768,1,
2023-04-28 04:00:00.000,,100003.0,,2023-04-29 04:00:04.941,2023-04-29 04:00:04.941,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":11734}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-28 04:00:00.000,4ab2f47a-5e49-43e9-9f8d-8d6fb21c1e3e,1,
2023-04-01 04:00:00.000,,10299999.0,,2023-04-07 04:00:06.208,2023-04-02 04:00:03.710,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7820}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,d4c77f3c-f135-42a7-b81b-1a2ee45aa63b,1,
2023-01-21 05:00:00.000,,100003.0,,2023-02-15 20:18:27.104,2023-02-15 20:18:27.104,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":15487}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-21 05:00:00.000,518fee58-f0d0-4b70-8043-8d745cd6a6cb,1,
2022-11-29 05:00:00.000,,100003.0,,2022-12-24 10:00:49.714,2022-11-29 22:10:09.775,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6846}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2022-11-29 05:00:00.000,8a279b9f-65d7-4791-ab50-b1fa9f9f102c,1,
,15002.0,,af9b4b8b-467e-42d4-81a6-86a451226124,2023-05-15 20:41:38.742,2023-05-08 19:34:44.271,,,1203,UTC-0400,4412277,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-05-08 19:34:35.167,15f9c62b-e0f2-4283-9d8a-7402123bd2da,0,
,1001.0,,0845f9ac-bac3-451d-b158-cb3e3c7be99d,2023-04-09 19:23:21.065,2023-04-03 16:34:21.615,,,1200,UTC-0400,4407.9434,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2023-04-03 15:24:01.016,d24a605d-b596-47fa-8469-66f1d1f969bd,0,
2023-04-01 04:00:00.000,,100003.0,,2023-04-06 04:00:13.819,2023-04-06 04:00:13.819,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,27e4c978-20d7-4596-a8f6-483d55799b47,1,
2022-12-21 05:00:00.000,,10009.0,,2022-12-27 05:00:03.676,2022-12-22 06:57:01.685,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6021}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2022-12-21 05:00:00.000,c6aa64ec-44fb-401b-9317-66dbdf24be44,1,
2023-05-09 12:10:00.000,,,,2023-05-09 13:43:39.864,2023-05-09 13:43:39.864,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0400,3,+OWbbAvnWG,com.sec.android.app.shealth,Sleep.Goal,2023-05-09 05:00:00.000,51d15368-ab57-43d2-a13f-f21c594642e1,1,
2023-04-01 04:00:00.000,,100003.0,,2023-04-07 04:00:05.721,2023-04-07 04:00:05.721,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,52e3d8c2-90bb-48a0-8995-9603819ba336,1,
,1001.0,,041d688d-ab0a-4f90-a7a8-f0f945a4c22b,2023-04-09 19:23:21.149,2023-04-09 19:23:21.149,,,1200,UTC-0400,9567.82,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2023-04-09 19:23:08.040,7cee4fc3-55c5-4131-926c-4d226406d2f8,1,
2023-01-06 05:00:00.000,,100003.0,,2023-01-07 05:00:02.678,2023-01-07 05:00:02.678,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":10733}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-06 05:00:00.000,92d705f8-7e38-4bf6-966e-834e540acafa,1,
2023-05-12 04:00:00.000,,100003.0,,2023-05-18 04:00:07.252,2023-05-13 02:15:01.310,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6509}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-12 04:00:00.000,5ae1aa67-25a4-43ad-bfe7-d5be3274bf3e,1,
2023-02-20 05:00:00.000,,100003.0,,2023-03-16 23:20:17.863,2023-02-20 20:58:31.064,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":8311}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-20 05:00:00.000,1816eae4-5ebf-4546-bb4e-ce956ca0fb5e,1,
2023-04-09 04:00:00.000,,10299999.0,,2023-04-15 04:00:04.760,2023-04-10 04:00:06.199,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":12507}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-09 04:00:00.000,5eb93019-4566-4473-81b1-26c433010140,1,
2023-03-11 05:00:00.000,,100003.0,,2023-04-03 16:34:28.950,2023-03-11 21:33:49.384,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":10914}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-11 05:00:00.000,ef42fff7-0aff-4186-b4a4-5574f3f72129,1,
,15002.0,,c9855aae-ba50-4d19-acf9-6137c48edf8e,2023-05-15 20:41:38.869,2023-05-15 20:41:38.869,,,1203,UTC-0400,4845991,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-05-15 20:41:29.876,33526799-c4d9-4ac0-a21f-d2d6362bcf70,1,
2023-02-21 05:00:00.000,,100003.0,,2023-03-21 02:59:20.882,2023-02-21 23:46:58.517,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":9204}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-21 05:00:00.000,5fe2027f-d8c3-4974-a9f5-67ebb9b95377,1,
2023-01-19 05:00:00.000,,100003.0,,2023-02-15 20:18:27.093,2023-01-19 19:25:40.984,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7204}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-19 05:00:00.000,4f84e29a-d476-4ea4-b202-1c43c84cdd91,1,
2023-04-14 04:00:00.000,,10009.0,,2023-04-20 04:36:59.449,2023-04-15 04:00:01.550,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":9949}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-14 04:00:00.000,0f3c48ef-36c0-48ad-9d20-90390cab335c,1,
2023-04-26 04:00:00.000,,10009.0,,2023-05-02 04:00:05.371,2023-04-27 04:00:02.544,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6672}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-26 04:00:00.000,c0e0550e-7634-4357-81f7-250d66ced2ed,1,
2023-01-21 05:00:00.000,,10299999.0,,2023-02-15 20:18:28.862,2023-01-22 05:00:19.083,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":12226}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-21 05:00:00.000,32959cf7-eddc-49eb-9996-3cb97f1bec1f,1,
2023-05-01 04:00:00.000,,10009.0,,2023-05-07 04:00:06.386,2023-05-02 04:00:02.632,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":8811}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-01 04:00:00.000,e0a65e6b-ce8f-4d98-8715-5e04714f5aab,1,
2023-03-05 05:00:00.000,,100003.0,,2023-03-28 17:19:18.099,2023-03-05 21:52:30.875,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":9102}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-05 05:00:00.000,3bb0bcc0-9aa5-4891-a8af-ccf0229808d8,1,
,15002.0,,804fcf2b-1a45-41a6-9cdd-ef14c6031f2e,2023-05-08 19:34:44.246,2023-03-13 22:27:48.410,,,1205,UTC-0400,303.51004,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-03-13 22:27:40.727,605bf642-6143-4f44-8049-e056e119089a,0,
2023-05-08 04:00:00.000,,10009.0,,2023-05-14 04:00:07.229,2023-05-09 04:00:01.909,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7836}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-08 04:00:00.000,5390a3da-9a44-48bd-a848-ce07302f63e8,1,
2023-01-30 05:00:00.000,,100003.0,,2023-02-26 06:36:13.153,2023-01-31 00:23:50.490,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6250}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-01-30 05:00:00.000,b7a4acc2-143a-499d-9881-803c6fd384c5,1,
2022-09-29 10:22:00.000,,,,2023-05-09 13:43:39.864,2023-05-09 13:43:39.864,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0400,1,+OWbbAvnWG,com.sec.android.app.shealth,Sleep.Goal,2022-09-29 06:27:00.000,b053d8d2-fead-4e15-a5ba-3630d6561afc,0,
,15002.0,,d972344c-fba4-4cb9-9392-f0935660d9a1,2023-05-15 20:41:38.742,2023-03-19 17:25:46.056,,,1203,UTC-0400,3618393,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-03-19 17:25:37.361,9b574352-ca28-4f90-ae97-bc0abb01b07e,0,
2023-03-11 05:00:00.000,,10299999.0,,2023-03-17 04:00:07.987,2023-03-12 05:00:04.375,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":8317}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-11 05:00:00.000,9acb120a-9a9f-4a88-b6d1-b10b659cc39c,1,
2023-05-13 04:00:00.000,,10299999.0,,2023-05-19 04:00:06.496,2023-05-14 04:00:06.626,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7993}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-13 04:00:00.000,a313807d-70a6-4b4b-a6f3-8808e5b4c271,1,
2023-02-11 05:00:00.000,,10299999.0,,2023-02-17 05:00:06.007,2023-02-12 05:00:02.770,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10817}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-11 05:00:00.000,719dd639-5af2-4084-8c80-80e89c21aa0a,1,
,15002.0,,9cf1419b-ae37-479a-ad87-cd8f14ac867e,2023-05-15 20:41:38.742,2023-03-21 22:35:12.670,,,1203,UTC-0400,4046739,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-03-21 22:35:03.494,0254bc73-bf2f-4f44-b304-20175250ef14,0,
2023-05-20 04:00:00.000,,100003.0,,2023-05-21 04:00:06.570,2023-05-21 03:10:04.971,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6920}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-20 04:00:00.000,07858255-d3a3-4711-ad30-7612f29131ca,1,
,15002.0,,cd4dea51-5a16-4931-be1a-23359a63e32b,2023-05-08 19:34:44.246,2023-03-18 19:48:54.869,,,1205,UTC-0400,325.39,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-03-18 19:48:45.481,2ab13041-cc31-43d1-aec5-58afca2c92c7,0,
2023-02-18 05:00:00.000,,100003.0,,2023-03-16 23:20:18.056,2023-02-18 21:38:23.038,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":8675}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-18 05:00:00.000,f244769b-997c-4ea4-b1f5-988faab8e56b,1,
2023-03-30 04:00:00.000,,100003.0,,2023-04-25 17:05:24.463,2023-03-31 01:34:57.849,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7015}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-30 04:00:00.000,53614c51-94b0-4bc7-8ab1-178fbe4db07a,1,
2023-03-19 04:00:00.000,,10009.0,,2023-03-25 04:00:11.520,2023-03-20 04:00:03.239,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6638}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-19 04:00:00.000,79805a4e-570b-4c69-929f-d1347e90315e,1,
2023-02-20 05:00:00.000,,10009.0,,2023-02-26 06:36:09.002,2023-02-21 05:00:17.958,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":6903}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-20 05:00:00.000,c73b76ce-fb66-40c8-85b6-43d2e241eceb,1,
2023-04-01 04:00:00.000,,10009.0,,2023-04-07 04:00:04.782,2023-04-02 04:00:01.829,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6675}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,930c23fa-d821-4c32-998a-4adee686829e,1,
2023-03-26 04:00:00.000,,100003.0,,2023-04-21 22:49:56.567,2023-03-27 00:15:03.700,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":8026}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-26 04:00:00.000,8eddee4a-c16c-442f-be0f-3ef43a28577b,1,
2023-02-28 05:00:00.000,,100003.0,,2023-03-21 02:59:19.486,2023-03-01 03:44:58.329,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":7370}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-02-28 05:00:00.000,448859aa-db69-4c00-afeb-48b4b45a9427,1,
2023-04-02 04:00:00.000,,10299999.0,,2023-04-08 04:00:12.770,2023-04-03 04:00:04.991,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":9850}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-02 04:00:00.000,a1837065-6de7-45f4-a6e2-5dae60673e57,1,
2023-03-31 04:00:00.000,,10299999.0,,2023-04-06 04:00:19.702,2023-04-01 04:00:02.997,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":7777}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-31 04:00:00.000,67414833-137d-492c-b542-a2771a7be7ca,1,
2023-03-11 05:00:00.000,,10009.0,,2023-03-17 04:00:06.864,2023-03-12 05:00:02.208,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":7920}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-11 05:00:00.000,d97be68b-7625-4928-b493-e7c207726927,1,
2023-04-01 04:00:00.000,,100003.0,,2023-04-04 04:00:17.691,2023-04-04 04:00:17.691,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,60cb289b-b957-4e44-8028-b4256d58153d,1,
2023-04-02 04:00:00.000,,100003.0,,2023-04-25 17:05:23.951,2023-04-02 20:57:47.411,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":11138}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-02 04:00:00.000,862f7eae-cbc5-45d5-9482-7b18e6c90213,1,
2023-03-12 05:00:00.000,,10299999.0,,2023-03-18 04:00:06.724,2023-03-14 04:00:02.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6500,""mValue"":6630}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-12 05:00:00.000,b789963e-7f6f-4528-9388-cc1c968f80bb,1,
2023-04-06 04:00:00.000,,100003.0,,2023-04-07 04:00:03.371,2023-04-07 04:00:03.371,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":11243}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-06 04:00:00.000,37f99dce-96e2-4e52-9dcc-70b7f615e69d,1,
,1001.0,,0845f9ac-bac3-451d-b158-cb3e3c7be99d,2023-04-09 19:23:21.111,2023-04-03 16:34:21.872,,,1203,UTC-0400,3538475,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-04-03 15:24:01.016,e820a50c-ae16-462a-bd2a-43189538c680,0,
,15002.0,,d972344c-fba4-4cb9-9392-f0935660d9a1,2023-05-08 19:34:44.246,2023-03-19 17:25:46.090,,,1205,UTC-0400,564.4099,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-03-19 17:25:37.361,580d4aac-c657-4292-99c3-4dfce373f3d4,0,
2023-04-08 04:00:00.000,,10299999.0,,2023-04-14 04:00:08.946,2023-04-09 04:58:32.751,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":8545}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-08 04:00:00.000,e66ad620-ccbe-44d8-bda5-a6ca36926a1d,1,
,15002.0,,9cf1419b-ae37-479a-ad87-cd8f14ac867e,2023-05-08 19:34:44.246,2023-03-21 22:35:12.693,,,1205,UTC-0400,634.03986,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-03-21 22:35:03.494,98fa94ba-70de-476c-bf42-6f4164ae1bae,0,
2023-04-06 04:00:00.000,,100003.0,,2023-04-30 16:15:46.271,2023-04-06 19:28:06.974,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":11243}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-06 04:00:00.000,1c1f9a6a-0e38-4c7c-8ef5-df27d39cffe9,1,
2023-04-09 04:00:00.000,,10009.0,,2023-04-10 04:15:01.610,2023-04-10 04:00:03.373,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":11369}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-09 04:00:00.000,337a9fe6-600c-4789-9d6c-42485194f506,1,
2023-04-02 04:00:00.000,,100003.0,,2023-04-07 04:00:05.762,2023-04-07 04:00:05.762,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":11138}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-02 04:00:00.000,501a1018-5eef-41f2-8922-e9227263dcb7,1,
2023-03-31 04:00:00.000,,100003.0,,2023-04-25 17:05:24.439,2023-04-01 00:15:00.570,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":8672}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-03-31 04:00:00.000,27704e77-1e9b-40c0-8f45-465d053f512c,1,
2023-04-06 04:00:00.000,,100003.0,,2023-04-12 04:00:09.738,2023-04-12 04:00:09.738,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":11243}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-06 04:00:00.000,4f33fffd-b01a-47f1-bcda-c56b02c27b84,1,
,1001.0,,041d688d-ab0a-4f90-a7a8-f0f945a4c22b,2023-04-09 19:23:21.158,2023-04-09 19:23:21.158,,,1203,UTC-0400,5349327,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-04-09 19:23:08.040,37019406-d7e9-4ad0-9f38-54ef82766b56,1,
2023-04-01 04:00:00.000,,100003.0,,2023-04-03 04:00:04.166,2023-04-02 04:00:03.399,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,9181e19e-f224-4a0f-bac6-819751861c3f,1,
2023-04-16 04:00:00.000,,10009.0,,2023-04-22 04:08:42.941,2023-04-17 04:00:05.293,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6785}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-16 04:00:00.000,7a1e6c09-0854-46fa-b6d5-e73392b539ea,1,
2023-04-09 04:00:00.000,,10299999.0,,2023-04-10 04:00:06.216,2023-04-10 04:00:06.216,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":12507}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-09 04:00:00.000,0f855087-4740-4cce-b742-02c6df29f5f9,1,
2023-04-01 04:00:00.000,,100003.0,,2023-04-03 04:00:07.451,2023-04-03 04:00:07.451,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,082a4aae-f975-480c-a16c-c40e174db8b5,1,
2023-04-30 04:00:00.000,,100003.0,,2023-05-11 20:47:05.410,2023-04-30 22:36:51.615,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":6620}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-30 04:00:00.000,58e06908-162d-4aa9-a36c-23fb60adcba5,1,
2023-04-01 04:00:00.000,,100003.0,,2023-04-05 04:00:27.111,2023-04-05 04:00:27.111,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":10405}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-01 04:00:00.000,05ccb6dd-855e-4f2a-aa44-bf89ba2f86c1,1,
2023-04-14 04:00:00.000,,10299999.0,,2023-04-20 04:37:08.029,2023-04-15 04:00:02.865,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":10678}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-14 04:00:00.000,a944af5b-5c98-4ac0-a410-a923da8d621e,1,
2023-04-28 04:00:00.000,,100003.0,,2023-05-11 20:47:05.490,2023-04-28 23:15:12.628,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":11734}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-28 04:00:00.000,3603b0fc-09f0-49b3-8bf1-baa7c268ca60,1,
2023-04-06 04:00:00.000,,10299999.0,,2023-04-12 04:00:10.200,2023-04-07 04:00:03.754,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":9344}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-06 04:00:00.000,6e1816c7-a66c-4a3b-8eaa-23ccfb091e58,1,
,15002.0,,af9b4b8b-467e-42d4-81a6-86a451226124,2023-05-08 19:34:44.288,2023-05-08 19:34:44.288,,,1205,UTC-0400,727.96014,+OWbbAvnWG,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-05-08 19:34:35.167,aaffec33-6029-4ed0-9495-c14b1dd49a77,1,
2023-05-07 04:00:00.000,,100003.0,,2023-05-13 04:00:05.118,2023-05-07 17:49:20.642,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":9958}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-05-07 04:00:00.000,d0da8250-38c5-4d23-acab-e0d9159e7162,1,
2023-04-09 04:00:00.000,,100003.0,,2023-04-30 16:15:45.975,2023-04-09 18:42:18.446,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6500,""mValue"":13633}",+OWbbAvnWG,com.sec.android.app.shealth,tracker.pedometer,2023-04-09 04:00:00.000,ea640c20-b8f9-4a6c-b9f0-80d52da20c80,1,
