client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
0,2022-09-16 02:24:11.468,2022-09-16 02:19:35.422,data,,+OWbbAvnWG,com.sec.android.app.shealth,sync,1,b1418924-74cc-580c-8b41-13741a2c20b5,,
