start_time,custom,update_time,create_time,floor,time_offset,deviceuuid,pkg_name,end_time,datauuid
,2022-12-16 22:18:08.760,2022-12-16 22:18:08.760,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-16 22:17:51.000,b1f12c13-3578-456f-8be1-85026d5dfb81,
,2022-12-16 22:19:14.326,2022-12-16 22:19:14.326,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-16 22:18:27.000,5a84413c-d9a0-44d0-b356-764518e6c4df,
,2022-09-30 00:55:21.319,2022-09-30 00:55:21.319,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-09-30 00:51:56.002,f2579592-a989-43bd-a2e5-ae894d3615a2,
,2022-12-21 22:23:10.061,2022-12-21 22:23:09.388,2.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-21 22:21:46.000,b4dec363-2e3f-4578-9a63-7ed756aa5127,
,2022-12-22 20:56:12.393,2022-12-22 20:56:12.393,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-22 20:53:25.999,a125695f-cec1-4111-b920-9fbed08bd81f,
,2022-10-01 15:16:07.902,2022-10-01 15:16:07.902,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-01 14:50:06.000,16b95d15-4c8e-4fa6-b78b-4d087ac30796,
,2022-12-23 21:02:54.733,2022-12-23 21:02:54.733,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-23 20:58:28.000,939882e6-d6cc-4cd9-bfef-b68d8db91d51,
,2022-12-23 21:02:54.856,2022-12-23 21:02:54.856,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-23 21:00:15.000,7adaee65-30da-4fea-bb22-e08fa77a4a20,
,2022-10-01 16:54:36.849,2022-10-01 16:54:36.849,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-01 16:53:30.000,56f59512-8a00-4d00-b58d-657cd4674e26,
,2022-12-25 04:03:25.097,2022-12-25 04:03:25.097,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-25 04:02:59.001,4bda9046-5da7-4f78-b9ea-51b9682a2f2e,
,2022-12-25 04:03:25.186,2022-12-25 04:03:25.186,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-25 04:03:18.000,736b0bdf-618a-4f76-b239-a0ec375afb31,
,2022-10-02 18:31:05.526,2022-10-02 18:31:05.526,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-02 18:29:17.008,bb698a75-3ce4-4fd6-a72f-ed1bcd626ae6,
,2022-12-28 23:18:55.860,2022-12-28 23:18:55.492,3.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-28 23:17:58.000,22996344-164e-494b-b26b-6d7e88dc6e4f,
,2022-12-29 02:38:24.624,2022-12-29 02:38:24.624,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-29 02:37:37.002,c3303224-d704-4c2e-b955-5bd45b1ef1a1,
,2022-10-06 19:07:24.471,2022-10-06 19:07:24.471,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-06 19:06:57.000,895f9b14-b490-4883-9f47-21ec23292ba1,
,2022-10-09 16:18:24.892,2022-10-09 16:18:24.723,2.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-09 16:17:30.000,b13e395f-ebcd-4511-9070-1726504a0465,
,2023-01-04 19:33:54.468,2023-01-04 19:33:54.468,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-04 19:33:04.000,a4d194e2-537b-4b6c-ba5b-5447ac83d7e1,
,2022-10-13 18:19:53.419,2022-10-13 18:19:53.419,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-13 18:19:38.001,f49a07b6-098e-406c-a7e5-be7844e6e71d,
,2023-01-07 01:18:59.404,2023-01-07 01:18:59.404,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-07 01:18:18.001,3bf2a922-6811-4522-a1ac-d65dbbcefe34,
,2022-10-16 21:01:50.611,2022-10-16 21:01:50.611,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-16 21:01:42.000,1f47c790-1a0c-42f4-b265-40b7a52b4282,
,2023-01-10 13:10:38.786,2023-01-10 13:10:38.786,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-10 12:52:46.000,6367348e-cd50-4d38-860b-0039e05cb99c,
,2023-01-03 23:22:25.586,2023-01-03 23:22:04.415,2.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-03 23:22:14.000,b4c63820-45eb-42f8-a8a4-f8649a5e07d2,
,2023-01-10 19:23:57.826,2023-01-10 19:23:57.826,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-10 19:21:53.000,f4bbea7d-2920-4b82-a9c2-db43f4a4457e,
,2022-10-21 14:28:03.622,2022-10-21 14:28:03.622,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-21 14:27:11.999,a5d8f846-5e20-4750-a796-8653d02745ac,
,2023-01-14 20:46:06.907,2023-01-14 20:46:06.907,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-14 20:45:47.001,0e1223fd-ce26-4aa5-80ec-d68c2fbf6053,
,2022-10-25 17:32:44.409,2022-10-25 17:32:44.409,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-25 17:32:41.999,b230f034-ad69-40b9-bca0-5f37b5a88d64,
,2023-01-16 16:29:32.208,2023-01-16 16:29:32.208,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-16 16:28:58.000,25ea818c-25e4-4949-bbd8-b52c63eab786,
,2022-10-29 22:41:56.203,2022-10-29 22:41:56.203,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-29 22:40:28.000,00e3c561-7ea0-46d3-b520-7bc0bd8f9c50,
,2023-01-19 19:22:51.600,2023-01-19 19:22:51.600,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-19 19:17:42.000,0b6c7f98-3ed5-4b72-ba58-bc273b6f4551,
,2022-10-30 20:59:25.306,2022-10-30 20:59:25.306,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-10-30 20:59:09.000,aade377a-e919-449a-b874-4d210dbcdd4b,
,2023-01-21 18:15:57.011,2023-01-21 18:15:56.924,2.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-21 18:12:34.999,06ebc28d-0ad0-460b-af8b-7d0079068edc,
,2023-01-07 01:18:59.313,2023-01-07 01:18:59.313,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-07 01:17:06.001,ad7f86d8-d692-497d-b98a-802b7ca9b51c,
,2022-11-02 21:44:31.166,2022-11-02 21:44:31.166,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-02 20:01:04.000,d23310b3-39a9-478f-a730-d8d459b41b10,
,2023-01-21 20:50:57.256,2023-01-21 20:50:57.256,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-21 20:50:45.001,f378aecc-9414-47b8-9917-6e82d92e3165,
,2023-01-22 02:19:57.175,2023-01-22 02:19:57.175,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-22 02:19:22.999,ae29fca3-3499-4c1c-abe6-633687fdf386,
,2022-11-05 20:00:23.654,2022-11-05 20:00:23.654,1.0,UTC-0400,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-05 19:58:57.999,607a1694-eab8-4516-a2cc-58dd3c648898,
,2023-01-09 20:09:35.466,2023-01-09 20:09:35.466,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-09 20:08:12.999,e56b0178-bdba-453d-a0d6-232cafd8710a,
,2023-01-22 16:28:22.175,2023-01-22 16:28:22.175,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-22 16:27:57.999,757062bf-7eb6-4eab-a084-9c9b9eceab64,
,2023-01-26 23:01:58.401,2023-01-26 23:01:58.401,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-26 23:01:58.000,24906836-0f9d-4bf8-bc63-c0eb0880c0e0,
,2022-11-09 19:57:16.765,2022-11-09 19:57:16.765,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-09 19:57:16.000,08d37390-2359-46ab-a83d-e3418bec3609,
,2023-01-10 19:23:57.703,2023-01-10 19:23:57.703,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-10 19:20:20.000,5c63b910-b39e-4d3c-af48-40bff908c46c,
,2023-01-26 23:27:41.076,2023-01-26 23:24:19.445,3.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-26 23:24:38.999,c4c23cc7-6c61-41f7-ad4c-3b617532cc24,
,2022-11-13 00:12:15.276,2022-11-13 00:12:15.046,2.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-13 00:08:41.000,502e288b-863c-4bf1-a009-4e5aee85171b,
,2023-01-27 00:35:46.570,2023-01-27 00:35:46.570,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-27 00:27:45.000,e5aff725-9279-4d88-bfb6-f5804e32da99,
,2023-01-12 21:33:29.250,2023-01-12 21:33:12.550,3.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-12 21:33:27.001,c8d66f45-1466-4ad2-922e-cf09c57221b5,
,2023-01-27 20:16:31.109,2023-01-27 20:16:31.109,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-27 20:15:49.999,6a8dc255-90d2-414b-812a-6c48692c2494,
,2022-11-17 19:25:52.154,2022-11-17 19:25:52.154,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-17 19:24:41.000,b9332e1b-c8a2-490d-bab3-5b2e8b9bbb96,
,2023-01-16 14:56:13.222,2023-01-16 14:56:13.222,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-16 14:54:05.000,aacc6b89-a4ba-45f8-b924-ade5eedbebdf,
,2023-01-29 20:18:26.904,2023-01-29 20:18:26.904,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-29 20:00:18.001,e008e139-4e78-4bcf-832c-d2d10704b49b,
,2023-01-31 00:13:23.214,2023-01-31 00:13:23.214,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-31 00:11:07.001,40cf85a6-b81a-4c3d-8c54-627bd01dbfff,
,2022-11-22 21:16:24.749,2022-11-22 21:16:24.749,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-22 21:10:21.001,56b931bb-a23f-4a18-bf09-a9d86cfcc664,
,2023-01-19 17:41:01.177,2023-01-19 17:41:01.177,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-19 17:39:47.000,4c5b1eed-8f6a-4910-885c-f419d7793a24,
,2023-02-01 22:01:41.972,2023-02-01 22:01:41.972,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-01 21:58:48.000,21a1bd7d-0031-479f-b181-92d92e58498b,
,2023-02-02 21:15:02.882,2023-02-02 21:15:02.882,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-02 21:13:52.000,a2d35194-84fb-418f-b559-5c7a1b17f974,
,2022-11-27 19:23:30.155,2022-11-27 19:23:09.943,2.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-11-27 19:23:23.000,66d30946-1d81-48b2-ac3f-057e058e0eab,
,2023-01-21 18:15:56.610,2023-01-21 18:15:56.610,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-21 18:11:49.001,3e47b316-2fb6-4c55-92ce-169482f41183,
,2023-02-04 19:34:02.350,2023-02-04 19:34:02.350,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-04 19:31:16.999,5c5526d7-dcbe-43a8-a1cb-2a55315dbf7e,
,2022-12-03 02:30:08.596,2022-12-03 02:30:08.596,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-03 02:29:54.001,f51f9385-353d-47e5-92ef-58c1dc9d68e3,
,2023-01-21 19:46:01.929,2023-01-21 19:46:01.929,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-21 19:45:10.000,78f31e8f-29cd-409a-9cbf-a99d4bfe420b,
,2023-02-06 14:50:50.933,2023-02-06 14:50:50.933,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-06 14:50:44.000,7602da86-44fe-4859-ad63-f3f86b105fc8,
,2023-02-08 21:47:41.207,2023-02-08 21:47:41.207,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-08 21:39:40.000,2790c0f0-76ed-4d09-bdb1-7549906d00f6,
,2022-12-09 18:33:15.482,2022-12-09 18:33:15.482,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-09 18:30:08.000,f628504b-9b6e-470b-a5bd-8f8b22af7d3b,
,2023-01-22 02:10:31.285,2023-01-22 02:10:31.285,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-22 02:09:53.000,26dbe8a9-00ff-4d90-b22f-32531ed8236e,
,2023-02-09 04:28:29.929,2023-02-09 04:28:29.929,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-09 04:28:20.000,16bad85c-cfd4-44d6-9af9-ddbe9b46cec0,
,2023-02-09 22:29:23.574,2023-02-09 22:29:23.574,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-09 22:28:19.000,32503d9d-902c-4ca8-b046-f0eb55117cbd,
,2022-12-10 19:30:44.082,2022-12-10 19:30:44.082,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2022-12-10 19:29:40.000,5deaff02-cce0-4a56-9c5b-ec1f9bda78eb,
,2023-01-22 16:27:20.590,2023-01-22 16:27:20.590,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-01-22 16:27:06.000,c51c58a6-346f-4469-9bbf-27721f37d3cb,
,2023-02-10 15:26:28.662,2023-02-10 15:26:28.414,3.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-10 15:24:28.000,b00c3f82-eb91-41de-869e-de1a18d496cb,
,2023-02-11 19:10:48.532,2023-02-11 19:10:48.532,1.0,UTC-0500,oL6fnwM6i7,com.sec.android.app.shealth,2023-02-11 19:10:44.000,a99af6ba-1702-4e58-8514-0f68501566ca,
